run_id,problem,instance,method,execution_mode,fidelity_estimate,n_decision_variables,candidate_selection_scope,optimizer_objective_evaluations,objective_shots_per_evaluation,final_sampling_shots,eligible_candidate_batches,eligible_candidate_count,native_decoder,candidate_selection_rule,tie_breaking_rule,feasibility_handling_before_selection,shared_local_refinement_applied,shared_local_refinement_rule,reported_primary_metric,reported_primary_value,reported_feasible,artifact_source,notes
mkp_qaoa_pb5,MDKP,pb5,qaoa,hardware,1.74581209161e-267,116,optimizer_trajectory_only,53,1000,0,53,53000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,23.4689107059,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pb5_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_qaoa_pet2,MDKP,pet2,qaoa,hardware,2.27102727962e-132,99,optimizer_trajectory_only,63,1000,0,63,63000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,14.7000379045,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet2_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_qaoa_pet3,MDKP,pet3,qaoa,hardware,2.44423366887e-179,102,optimizer_trajectory_only,53,1000,0,53,53000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,20.0498132005,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet3_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_qaoa_pet4,MDKP,pet4,qaoa,hardware,9.60377722115e-231,107,optimizer_trajectory_only,53,1000,0,53,53000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,33.3333333333,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet4_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_qaoa_pet5,MDKP,pet5,qaoa,hardware,0,122,optimizer_trajectory_only,56,1000,0,56,56000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,37.2983870968,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet5_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_qaoa_pet6,MDKP,pet6,qaoa,hardware,2.82977927378e-255,86,optimizer_trajectory_only,51,1000,0,51,51000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,23.0928611791,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet6_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_qaoa_pet7,MDKP,pet7,qaoa,hardware,0,100,optimizer_trajectory_only,58,1000,0,58,58000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,49.7550946363,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_qaoa/pet7_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_hp1,MDKP,hp1,ws_qaoa,hardware,7.22149567914e-130,60,optimizer_trajectory_only,60,1000,0,60,60000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,23.6102984201,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/hp1_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_hp2,MDKP,hp2,ws_qaoa,hardware,9.28086961595e-164,67,optimizer_trajectory_only,56,1000,0,56,56000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,29.1902071563,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/hp2_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_pb1,MDKP,pb1,ws_qaoa,hardware,1.7661397846e-121,59,optimizer_trajectory_only,68,1000,0,68,68000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,28.4466019417,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pb1_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_pb2,MDKP,pb2,ws_qaoa,hardware,1.18939490316e-158,66,optimizer_trajectory_only,55,1000,0,55,55000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,33.9296924043,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pb2_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_pb4,MDKP,pb4,ws_qaoa,hardware,2.01700984023e-66,45,optimizer_trajectory_only,63,1000,0,63,63000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,43.1321452589,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pb4_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_pb5,MDKP,pb5,ws_qaoa,hardware,7.29825104385e-266,116,optimizer_trajectory_only,58,1000,0,58,58000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,20.804114072,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pb5_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_pet2,MDKP,pet2,ws_qaoa,hardware,8.51489828121e-133,99,optimizer_trajectory_only,55,1000,0,55,55000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,1.28415708526,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pet2_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_pet3,MDKP,pet3,ws_qaoa,hardware,1.09433464991e-178,102,optimizer_trajectory_only,54,1000,0,54,54000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,36.7372353674,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pet3_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_pet4,MDKP,pet4,ws_qaoa,hardware,1.92657068368e-232,107,optimizer_trajectory_only,49,1000,0,49,49000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,25.6535947712,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pet4_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_pet5,MDKP,pet5,ws_qaoa,hardware,0,122,optimizer_trajectory_only,55,1000,0,55,55000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,13.7903225806,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pet5_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_pet6,MDKP,pet6,ws_qaoa,hardware,7.63978070681e-257,86,optimizer_trajectory_only,45,1000,0,45,45000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,30.4482953475,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pet6_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mkp_ws_qaoa_pet7,MDKP,pet7,ws_qaoa,hardware,0,100,optimizer_trajectory_only,57,1000,0,57,57000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,27.6229062103,True,research_benchmark/research_benchmark/results_hardware/mkp/mkp_ws_qaoa/pet7_dat/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mis_ma_qaoa_1dc_128,MIS,1dc.128,ma_qaoa,hardware,3.50741555599e-263,128,optimizer_trajectory_only,200,1000,0,200,200000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,inf,False,research_benchmark/research_benchmark/results_hardware/mis/mis_ma_qaoa/1dc_128_txt/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mis_ma_qaoa_1dc_64,MIS,1dc.64,ma_qaoa,hardware,1.25364105417e-77,64,optimizer_trajectory_only,200,1000,0,200,200000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,inf,False,research_benchmark/research_benchmark/results_hardware/mis/mis_ma_qaoa/1dc_64_txt/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mis_ma_qaoa_1et_64,MIS,1et.64,ma_qaoa,hardware,9.5048054812e-27,64,optimizer_trajectory_only,200,1000,0,200,200000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,inf,False,research_benchmark/research_benchmark/results_hardware/mis/mis_ma_qaoa/1et_64_txt/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mis_ma_qaoa_1tc_32,MIS,1tc.32,ma_qaoa,hardware,2.36436753227e-06,32,optimizer_trajectory_only,200,1000,0,200,200000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,inf,False,research_benchmark/research_benchmark/results_hardware/mis/mis_ma_qaoa/1tc_32_txt/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mis_ma_qaoa_1tc_64,MIS,1tc.64,ma_qaoa,hardware,8.01810299717e-20,64,optimizer_trajectory_only,200,1000,0,200,200000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,inf,False,research_benchmark/research_benchmark/results_hardware/mis/mis_ma_qaoa/1tc_64_txt/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mis_qaoa_1dc_128,MIS,1dc.128,qaoa,hardware,9.71226981361e-269,128,optimizer_trajectory_only,56,1000,0,56,56000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,inf,False,research_benchmark/research_benchmark/results_hardware/mis/mis_qaoa/1dc_128_txt/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mis_qaoa_1dc_64,MIS,1dc.64,qaoa,hardware,1.45943906602e-77,64,optimizer_trajectory_only,59,1000,0,59,59000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,inf,False,research_benchmark/research_benchmark/results_hardware/mis/mis_qaoa/1dc_64_txt/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mis_qaoa_1et_64,MIS,1et.64,qaoa,hardware,3.21169074668e-27,64,optimizer_trajectory_only,65,1000,0,65,65000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,inf,False,research_benchmark/research_benchmark/results_hardware/mis/mis_qaoa/1et_64_txt/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
mis_qaoa_1tc_32,MIS,1tc.32,qaoa,hardware,1.918436551e-06,32,optimizer_trajectory_only,56,1000,0,56,56000,qobench.QuboObjective.assignment,"select optimizer-evaluation batch with minimum expectation objective, then lowest-QUBO-energy bitstring within that batch","earliest lower optimizer value because code updates only on '<'; within a counts batch, lower energy then larger count",none; feasibility repair is not applied before candidate selection,True,one_round_local_swap,optimality_gap_percent,25,True,research_benchmark/research_benchmark/results_hardware/mis/mis_qaoa/1tc_32_txt/result.json,fidelity_estimate is a gate-count proxy reconstructed because saved artifacts omit calibration error rates
