problem,instance,constraint_family,constraint_expression,penalty_symbol,raw_penalty_value,selection_rule_type,selection_formula,selection_inputs,objective_scale_reference,analytical_sufficiency_condition,sufficiency_condition_satisfied,qubo_normalization_applied,normalization_factor,normalization_stage,penalty_after_normalization,same_original_qubo_used_by_vqe,same_original_qubo_used_by_cvar_vqe,same_original_qubo_used_by_qaoa,same_original_qubo_used_by_maqaoa,same_original_qubo_used_by_wsqaoa,same_original_qubo_used_by_pce,same_original_qubo_used_by_qrao,constructor_source_file,constructor_function,code_commit_or_version,notes
MDKP,pet6,capacity inequalities with binary-expanded integer slack,sum_i w_{ki} x_i + s_k - C_k = 0 after slack conversion,lambda_K,14724,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 5, ""linear_lower"": 0.0, ""linear_upper"": 14723.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 86, ""vars_before_stage"": 86}",pre-penalty objective_bound_range=14723; pre-penalty max_abs_objective_coefficient=4260,"If lambda_K exceeds the pre-penalty objective bound range, any integer violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,14724,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,Penalty term form: -sum_i p_i x_i + lambda_K sum_k (sum_i w_{ki}x_i + s_k - C_k)^2. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction.
MDKP,pet7,capacity inequalities with binary-expanded integer slack,sum_i w_{ki} x_i + s_k - C_k = 0 after slack conversion,lambda_K,22498,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 5, ""linear_lower"": 0.0, ""linear_upper"": 22497.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 100, ""vars_before_stage"": 100}",pre-penalty objective_bound_range=22497; pre-penalty max_abs_objective_coefficient=4260,"If lambda_K exceeds the pre-penalty objective bound range, any integer violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,22498,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,Penalty term form: -sum_i p_i x_i + lambda_K sum_k (sum_i w_{ki}x_i + s_k - C_k)^2. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction.
MIS,1dc.128,edge-conflict inequalities,"x_i + x_j <= 1 for each edge (i,j)",lambda_MIS,129,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 1471, ""linear_lower"": 0.0, ""linear_upper"": 128.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearInequalityToPenalty"", ""vars_after_stage"": 128, ""vars_before_stage"": 128}",pre-penalty objective_bound_range=128; pre-penalty max_abs_objective_coefficient=1,"For unit-weight MIS, lambda_MIS > 1 is sufficient to prefer removing an endpoint of a violated edge; the Qiskit n+1 bound is conservative.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,129,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: -sum_i x_i + lambda_MIS sum_(i,j in E) x_i x_j. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
MIS,1dc.64,edge-conflict inequalities,"x_i + x_j <= 1 for each edge (i,j)",lambda_MIS,65,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 543, ""linear_lower"": 0.0, ""linear_upper"": 64.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearInequalityToPenalty"", ""vars_after_stage"": 64, ""vars_before_stage"": 64}",pre-penalty objective_bound_range=64; pre-penalty max_abs_objective_coefficient=1,"For unit-weight MIS, lambda_MIS > 1 is sufficient to prefer removing an endpoint of a violated edge; the Qiskit n+1 bound is conservative.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,65,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: -sum_i x_i + lambda_MIS sum_(i,j in E) x_i x_j. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
MIS,1et.64,edge-conflict inequalities,"x_i + x_j <= 1 for each edge (i,j)",lambda_MIS,65,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 264, ""linear_lower"": 0.0, ""linear_upper"": 64.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearInequalityToPenalty"", ""vars_after_stage"": 64, ""vars_before_stage"": 64}",pre-penalty objective_bound_range=64; pre-penalty max_abs_objective_coefficient=1,"For unit-weight MIS, lambda_MIS > 1 is sufficient to prefer removing an endpoint of a violated edge; the Qiskit n+1 bound is conservative.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,65,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: -sum_i x_i + lambda_MIS sum_(i,j in E) x_i x_j. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
MIS,1tc.16,edge-conflict inequalities,"x_i + x_j <= 1 for each edge (i,j)",lambda_MIS,17,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 22, ""linear_lower"": 0.0, ""linear_upper"": 16.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearInequalityToPenalty"", ""vars_after_stage"": 16, ""vars_before_stage"": 16}",pre-penalty objective_bound_range=16; pre-penalty max_abs_objective_coefficient=1,"For unit-weight MIS, lambda_MIS > 1 is sufficient to prefer removing an endpoint of a violated edge; the Qiskit n+1 bound is conservative.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,17,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: -sum_i x_i + lambda_MIS sum_(i,j in E) x_i x_j. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
MIS,1tc.32,edge-conflict inequalities,"x_i + x_j <= 1 for each edge (i,j)",lambda_MIS,33,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 68, ""linear_lower"": 0.0, ""linear_upper"": 32.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearInequalityToPenalty"", ""vars_after_stage"": 32, ""vars_before_stage"": 32}",pre-penalty objective_bound_range=32; pre-penalty max_abs_objective_coefficient=1,"For unit-weight MIS, lambda_MIS > 1 is sufficient to prefer removing an endpoint of a violated edge; the Qiskit n+1 bound is conservative.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,33,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: -sum_i x_i + lambda_MIS sum_(i,j in E) x_i x_j. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
MIS,1tc.64,edge-conflict inequalities,"x_i + x_j <= 1 for each edge (i,j)",lambda_MIS,65,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 192, ""linear_lower"": 0.0, ""linear_upper"": 64.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearInequalityToPenalty"", ""vars_after_stage"": 64, ""vars_before_stage"": 64}",pre-penalty objective_bound_range=64; pre-penalty max_abs_objective_coefficient=1,"For unit-weight MIS, lambda_MIS > 1 is sufficient to prefer removing an endpoint of a violated edge; the Qiskit n+1 bound is conservative.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,65,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: -sum_i x_i + lambda_MIS sum_(i,j in E) x_i x_j. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
MIS,1tc.8,edge-conflict inequalities,"x_i + x_j <= 1 for each edge (i,j)",lambda_MIS,9,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 6, ""linear_lower"": 0.0, ""linear_upper"": 8.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearInequalityToPenalty"", ""vars_after_stage"": 8, ""vars_before_stage"": 8}",pre-penalty objective_bound_range=8; pre-penalty max_abs_objective_coefficient=1,"For unit-weight MIS, lambda_MIS > 1 is sufficient to prefer removing an endpoint of a violated edge; the Qiskit n+1 bound is conservative.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,9,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: -sum_i x_i + lambda_MIS sum_(i,j in E) x_i x_j. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,chr12a,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,5955985,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 24, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 5955984.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 144, ""vars_before_stage"": 144}",pre-penalty objective_bound_range=5955984; pre-penalty max_abs_objective_coefficient=18624,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,5955985,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,chr12b,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,5955985,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 24, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 5955984.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 144, ""vars_before_stage"": 144}",pre-penalty objective_bound_range=5955984; pre-penalty max_abs_objective_coefficient=18624,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,5955985,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
